Year,Sport,Event,NOC,Bronze,Gold,Silver
1912,Cycling,"Cycling Men's Road Race, Individual",GBR,Data Missing,Data Missing,UK
1912,Cycling,"Cycling Men's Road Race, Individual",RSA,Data Missing,South Africa,Data Missing
1912,Cycling,"Cycling Men's Road Race, Individual",USA,USA,Data Missing,Data Missing
1912,Cycling,"Cycling Men's Road Race, Team",GBR,Data Missing,Data Missing,UK
1912,Cycling,"Cycling Men's Road Race, Team",SWE,Data Missing,Sweden,Data Missing
1912,Cycling,"Cycling Men's Road Race, Team",USA,USA,Data Missing,Data Missing
1912,Diving,Diving Men's Plain High,SWE,Sweden,Sweden,Sweden
1912,Diving,Diving Men's Platform,GER,Data Missing,Data Missing,Germany
1912,Diving,Diving Men's Platform,SWE,Sweden,Sweden,Data Missing
1912,Diving,Diving Men's Springboard,GER,Germany,Germany,Germany
1912,Diving,Diving Women's Plain High,GBR,UK,Data Missing,Data Missing
1912,Diving,Diving Women's Plain High,SWE,Data Missing,Sweden,Sweden
1912,Equestrianism,"Equestrianism Men's Dressage, Individual",SWE,Sweden,Sweden,Sweden
1912,Equestrianism,"Equestrianism Men's Jumping, Individual",BEL,Belgium,Data Missing,Data Missing
1912,Equestrianism,"Equestrianism Men's Jumping, Individual",FRA,Data Missing,France,Data Missing
1912,Equestrianism,"Equestrianism Men's Jumping, Individual",GER,Data Missing,Data Missing,Germany
1912,Equestrianism,"Equestrianism Men's Jumping, Team",FRA,Data Missing,Data Missing,France
1912,Equestrianism,"Equestrianism Men's Jumping, Team",GER,Germany,Data Missing,Data Missing
1912,Equestrianism,"Equestrianism Men's Jumping, Team",SWE,Data Missing,Sweden,Data Missing
1912,Equestrianism,"Equestrianism Men's Three-Day Event, Individual",FRA,France,Data Missing,Data Missing
1912,Equestrianism,"Equestrianism Men's Three-Day Event, Individual",GER,Data Missing,Data Missing,Germany
1912,Equestrianism,"Equestrianism Men's Three-Day Event, Individual",SWE,Data Missing,Sweden,Data Missing
1912,Equestrianism,"Equestrianism Men's Three-Day Event, Team",GER,Data Missing,Data Missing,Germany
1912,Equestrianism,"Equestrianism Men's Three-Day Event, Team",SWE,Data Missing,Sweden,Data Missing
1912,Equestrianism,"Equestrianism Men's Three-Day Event, Team",USA,USA,Data Missing,Data Missing
1912,Fencing,"Fencing Men's Foil, Individual",AUT,Austria,Data Missing,Data Missing
1912,Fencing,"Fencing Men's Foil, Individual",ITA,Data Missing,Italy,Italy
1912,Fencing,"Fencing Men's Sabre, Individual",HUN,Hungary,Hungary,Hungary
1912,Fencing,"Fencing Men's Sabre, Team",AUT,Data Missing,Data Missing,Austria
1912,Fencing,"Fencing Men's Sabre, Team",HUN,Data Missing,Hungary,Data Missing
1912,Fencing,"Fencing Men's Sabre, Team",NED,Netherlands,Data Missing,Data Missing
1912,Fencing,"Fencing Men's epee, Individual",BEL,Belgium,Belgium,Data Missing
1912,Fencing,"Fencing Men's epee, Individual",DEN,Data Missing,Data Missing,Denmark
1912,Fencing,"Fencing Men's epee, Team",BEL,Data Missing,Belgium,Data Missing
1912,Fencing,"Fencing Men's epee, Team",GBR,Data Missing,Data Missing,UK
1912,Fencing,"Fencing Men's epee, Team",NED,Netherlands,Data Missing,Data Missing
1912,Football,Football Men's Football,DEN,Data Missing,Data Missing,Denmark
1912,Football,Football Men's Football,GBR,Data Missing,UK,Data Missing
1912,Football,Football Men's Football,NED,Netherlands,Data Missing,Data Missing
1912,Gymnastics,Gymnastics Men's Individual All-Around,FRA,Data Missing,Data Missing,France
1912,Gymnastics,Gymnastics Men's Individual All-Around,ITA,Italy,Italy,Data Missing
1912,Gymnastics,Gymnastics Men's Team All-Around,GBR,UK,Data Missing,Data Missing
1912,Gymnastics,Gymnastics Men's Team All-Around,HUN,Data Missing,Data Missing,Hungary
1912,Gymnastics,Gymnastics Men's Team All-Around,ITA,Data Missing,Italy,Data Missing
1912,Gymnastics,"Gymnastics Men's Team All-Around, Free System",DEN,Denmark,Data Missing,Data Missing
1912,Gymnastics,"Gymnastics Men's Team All-Around, Free System",FIN,Data Missing,Data Missing,Finland
1912,Gymnastics,"Gymnastics Men's Team All-Around, Free System",NOR,Data Missing,Norway,Data Missing
1912,Gymnastics,"Gymnastics Men's Team All-Around, Swedish System",DEN,Data Missing,Data Missing,Denmark
1912,Gymnastics,"Gymnastics Men's Team All-Around, Swedish System",NOR,Norway,Data Missing,Data Missing
1912,Gymnastics,"Gymnastics Men's Team All-Around, Swedish System",SWE,Data Missing,Sweden,Data Missing
1912,Modern Pentathlon,Modern Pentathlon Men's Individual,SWE,Sweden,Sweden,Sweden
1912,Rowing,Rowing Men's Coxed Eights,GBR,Data Missing,UK,UK
1912,Rowing,Rowing Men's Coxed Eights,GER,Germany,Data Missing,Data Missing
1912,Rowing,"Rowing Men's Coxed Fours, Inriggers",DEN,Data Missing,Denmark,Data Missing
1912,Rowing,"Rowing Men's Coxed Fours, Inriggers",NOR,Norway,Data Missing,Data Missing
1912,Rowing,"Rowing Men's Coxed Fours, Inriggers",SWE,Data Missing,Data Missing,Sweden
1912,Rowing,"Rowing Men's Coxed Fours, Outriggers",DEN,Denmark,Data Missing,Data Missing
1912,Rowing,"Rowing Men's Coxed Fours, Outriggers",GBR,Data Missing,Data Missing,UK
1912,Rowing,"Rowing Men's Coxed Fours, Outriggers",GER,Data Missing,Germany,Data Missing
1912,Rowing,"Rowing Men's Coxed Fours, Outriggers",NOR,Norway,Data Missing,Data Missing
1912,Rowing,Rowing Men's Single Sculls,BEL,Data Missing,Data Missing,Belgium
1912,Rowing,Rowing Men's Single Sculls,CAN,Canada,Data Missing,Data Missing
1912,Rowing,Rowing Men's Single Sculls,GBR,Data Missing,UK,Data Missing
1912,Rowing,Rowing Men's Single Sculls,RUS,Russia,Data Missing,Data Missing
1912,Sailing,Sailing Mixed 10 metres,FIN,Data Missing,Data Missing,Finland
1912,Sailing,Sailing Mixed 10 metres,RUS,Russia,Data Missing,Data Missing
1912,Sailing,Sailing Mixed 10 metres,SWE,Data Missing,Sweden,Data Missing
1912,Sailing,Sailing Mixed 12 metres,FIN,Finland,Data Missing,Data Missing
1912,Sailing,Sailing Mixed 12 metres,NOR,Data Missing,Norway,Data Missing
1912,Sailing,Sailing Mixed 12 metres,SWE,Data Missing,Data Missing,Sweden
1912,Sailing,Sailing Mixed 6 metres,DEN,Data Missing,Data Missing,Denmark
1912,Sailing,Sailing Mixed 6 metres,FRA,Data Missing,France,Data Missing
1912,Sailing,Sailing Mixed 6 metres,SWE,Sweden,Data Missing,Data Missing
1912,Sailing,Sailing Mixed 8 metres,FIN,Finland,Data Missing,Data Missing
1912,Sailing,Sailing Mixed 8 metres,NOR,Data Missing,Norway,Data Missing
1912,Sailing,Sailing Mixed 8 metres,SWE,Data Missing,Data Missing,Sweden
1912,Shooting,"Shooting Men's Dueling Pistol, 30 metres",SWE,Sweden,Data Missing,Sweden
1912,Shooting,"Shooting Men's Dueling Pistol, 30 metres",USA,Data Missing,USA,Data Missing
1912,Shooting,"Shooting Men's Dueling Pistol, 30 metres, Team",GBR,UK,Data Missing,Data Missing
1912,Shooting,"Shooting Men's Dueling Pistol, 30 metres, Team",RUS,Data Missing,Data Missing,Russia
1912,Shooting,"Shooting Men's Dueling Pistol, 30 metres, Team",SWE,Data Missing,Sweden,Data Missing
1912,Shooting,"Shooting Men's Free Pistol, 50 metres",GBR,UK,Data Missing,Data Missing
1912,Shooting,"Shooting Men's Free Pistol, 50 metres",USA,Data Missing,USA,USA
1912,Shooting,"Shooting Men's Free Pistol, 50 metres, Team",GBR,UK,Data Missing,Data Missing
1912,Shooting,"Shooting Men's Free Pistol, 50 metres, Team",SWE,Data Missing,Data Missing,Sweden
1912,Shooting,"Shooting Men's Free Pistol, 50 metres, Team",USA,Data Missing,USA,Data Missing
1912,Shooting,"Shooting Men's Free Rifle, Three Positions, 300 metres",DEN,Denmark,Data Missing,Denmark
1912,Shooting,"Shooting Men's Free Rifle, Three Positions, 300 metres",FRA,Data Missing,France,Data Missing
1912,Shooting,"Shooting Men's Free Rifle, Three Positions, 300 metres, Team",DEN,Denmark,Data Missing,Data Missing
1912,Shooting,"Shooting Men's Free Rifle, Three Positions, 300 metres, Team",NOR,Data Missing,Data Missing,Norway
1912,Shooting,"Shooting Men's Free Rifle, Three Positions, 300 metres, Team",SWE,Data Missing,Sweden,Data Missing
1912,Shooting,"Shooting Men's Military Rifle, 200, 400, 500 and 600 metres, Team",GBR,Data Missing,Data Missing,UK
1912,Shooting,"Shooting Men's Military Rifle, 200, 400, 500 and 600 metres, Team",SWE,Sweden,Data Missing,Data Missing
1912,Shooting,"Shooting Men's Military Rifle, 200, 400, 500 and 600 metres, Team",USA,Data Missing,USA,Data Missing
1912,Shooting,"Shooting Men's Military Rifle, Any Position, 600 metres",FRA,Data Missing,France,Data Missing
1912,Shooting,"Shooting Men's Military Rifle, Any Position, 600 metres",USA,USA,Data Missing,USA
1912,Shooting,"Shooting Men's Military Rifle, Three Positions, 300 metres",HUN,Data Missing,Hungary,Data Missing
1912,Shooting,"Shooting Men's Military Rifle, Three Positions, 300 metres",NOR,Norway,Data Missing,Data Missing
1912,Shooting,"Shooting Men's Military Rifle, Three Positions, 300 metres",USA,Data Missing,Data Missing,USA
1912,Shooting,"Shooting Men's Running Target, Double Shot",SWE,Sweden,Sweden,Sweden
1912,Shooting,"Shooting Men's Running Target, Single Shot",FIN,Finland,Data Missing,Data Missing
1912,Shooting,"Shooting Men's Running Target, Single Shot",SWE,Data Missing,Sweden,Sweden
1912,Shooting,"Shooting Men's Running Target, Single Shot, Team",FIN,Finland,Data Missing,Data Missing
1912,Shooting,"Shooting Men's Running Target, Single Shot, Team",SWE,Data Missing,Sweden,Data Missing
1912,Shooting,"Shooting Men's Running Target, Single Shot, Team",USA,Data Missing,Data Missing,USA
1912,Shooting,"Shooting Men's Small-Bore Rifle, Any Position, 50 metres",GBR,UK,Data Missing,UK
1912,Shooting,"Shooting Men's Small-Bore Rifle, Any Position, 50 metres",USA,Data Missing,USA,Data Missing
1912,Shooting,"Shooting Men's Small-Bore Rifle, Disappearing Target, 25 metres",SWE,Sweden,Sweden,Sweden
1912,Shooting,"Shooting Men's Small-Bore Rifle, Disappearing Target, 25 metres, Team",GBR,Data Missing,Data Missing,UK
1912,Shooting,"Shooting Men's Small-Bore Rifle, Disappearing Target, 25 metres, Team",SWE,Data Missing,Sweden,Data Missing
1912,Shooting,"Shooting Men's Small-Bore Rifle, Disappearing Target, 25 metres, Team",USA,USA,Data Missing,Data Missing
1912,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres, Team",GBR,Data Missing,UK,Data Missing
1912,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres, Team",SWE,Data Missing,Data Missing,Sweden
1912,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres, Team",USA,USA,Data Missing,Data Missing
1912,Shooting,Shooting Men's Trap,GER,Data Missing,Data Missing,Germany
1912,Shooting,Shooting Men's Trap,RUS,Russia,Data Missing,Data Missing
1912,Shooting,Shooting Men's Trap,USA,Data Missing,USA,Data Missing
1912,Shooting,"Shooting Men's Trap, Team",GBR,Data Missing,Data Missing,UK
1912,Shooting,"Shooting Men's Trap, Team",GER,Germany,Data Missing,Data Missing
1912,Shooting,"Shooting Men's Trap, Team",USA,Data Missing,USA,Data Missing
1912,Swimming,"Swimming Men's 1,500 metres Freestyle",ANZ,Australia,Data Missing,Data Missing
1912,Swimming,"Swimming Men's 1,500 metres Freestyle",CAN,Data Missing,Canada,Data Missing
1912,Swimming,"Swimming Men's 1,500 metres Freestyle",GBR,Data Missing,Data Missing,UK
1912,Swimming,Swimming Men's 100 metres Backstroke,GER,Germany,Data Missing,Germany
1912,Swimming,Swimming Men's 100 metres Backstroke,USA,Data Missing,USA,Data Missing
1912,Swimming,Swimming Men's 100 metres Freestyle,ANZ,Data Missing,Data Missing,Australia
1912,Swimming,Swimming Men's 100 metres Freestyle,USA,USA,USA,Data Missing
1912,Swimming,Swimming Men's 200 metres Breaststroke,GER,Germany,Germany,Germany
1912,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,ANZ,Data Missing,Australia,Data Missing
1912,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,GBR,UK,Data Missing,Data Missing
1912,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,USA,Data Missing,Data Missing,USA
1912,Swimming,Swimming Men's 400 metres Breaststroke,GBR,UK,Data Missing,Data Missing
1912,Swimming,Swimming Men's 400 metres Breaststroke,GER,Data Missing,Germany,Data Missing
1912,Swimming,Swimming Men's 400 metres Breaststroke,SWE,Data Missing,Data Missing,Sweden
1912,Swimming,Swimming Men's 400 metres Freestyle,ANZ,Australia,Data Missing,Data Missing
1912,Swimming,Swimming Men's 400 metres Freestyle,CAN,Data Missing,Canada,Data Missing
1912,Swimming,Swimming Men's 400 metres Freestyle,GBR,Data Missing,Data Missing,UK
1912,Swimming,Swimming Women's 100 metres Freestyle,ANZ,Data Missing,Australia,Australia
1912,Swimming,Swimming Women's 100 metres Freestyle,GBR,UK,Data Missing,Data Missing
1912,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,AUT,Austria,Data Missing,Data Missing
1912,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,GBR,Data Missing,UK,Data Missing
1912,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,GER,Data Missing,Data Missing,Germany
1912,Tennis,Tennis Men's Doubles,AUT,Data Missing,Data Missing,Austria
1912,Tennis,Tennis Men's Doubles,FRA,France,Data Missing,Data Missing
1912,Tennis,Tennis Men's Doubles,RSA,Data Missing,South Africa,Data Missing
1912,Tennis,"Tennis Men's Doubles, Covered Courts",FRA,Data Missing,France,Data Missing
1912,Tennis,"Tennis Men's Doubles, Covered Courts",GBR,UK,Data Missing,Data Missing
1912,Tennis,"Tennis Men's Doubles, Covered Courts",SWE,Data Missing,Data Missing,Sweden
1912,Tennis,Tennis Men's Singles,GER,Germany,Data Missing,Data Missing
1912,Tennis,Tennis Men's Singles,RSA,Data Missing,South Africa,South Africa
1912,Tennis,"Tennis Men's Singles, Covered Courts",ANZ,Australia,Data Missing,Data Missing
1912,Tennis,"Tennis Men's Singles, Covered Courts",FRA,Data Missing,France,Data Missing
1912,Tennis,"Tennis Men's Singles, Covered Courts",GBR,Data Missing,Data Missing,UK
1912,Tennis,Tennis Mixed Doubles,FRA,France,Data Missing,Data Missing
1912,Tennis,Tennis Mixed Doubles,GER,Data Missing,Germany,Data Missing
1912,Tennis,Tennis Mixed Doubles,SWE,Data Missing,Data Missing,Sweden
1912,Tennis,"Tennis Mixed Doubles, Covered Courts",GBR,Data Missing,UK,UK
1912,Tennis,"Tennis Mixed Doubles, Covered Courts",SWE,Sweden,Data Missing,Data Missing
1912,Tennis,Tennis Women's Singles,FRA,Data Missing,France,Data Missing
1912,Tennis,Tennis Women's Singles,GER,Data Missing,Data Missing,Germany
1912,Tennis,Tennis Women's Singles,NOR,Norway,Data Missing,Data Missing
1912,Tennis,"Tennis Women's Singles, Covered Courts",DEN,Data Missing,Data Missing,Denmark
1912,Tennis,"Tennis Women's Singles, Covered Courts",GBR,UK,UK,Data Missing
1912,Tug-Of-War,Tug-Of-War Men's Tug-Of-War,GBR,Data Missing,Data Missing,UK
1912,Tug-Of-War,Tug-Of-War Men's Tug-Of-War,SWE,Data Missing,Sweden,Data Missing
1912,Water Polo,Water Polo Men's Water Polo,BEL,Belgium,Data Missing,Data Missing
1912,Water Polo,Water Polo Men's Water Polo,GBR,Data Missing,UK,Data Missing
1912,Water Polo,Water Polo Men's Water Polo,SWE,Data Missing,Data Missing,Sweden
1912,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",FIN,Finland,Finland,Data Missing
1912,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",GER,Data Missing,Data Missing,Germany
1912,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",DEN,Denmark,Data Missing,Data Missing
1912,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",FIN,Data Missing,Finland,Finland
1912,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",FIN,Data Missing,Finland,Data Missing
1912,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",SWE,Sweden,Data Missing,Sweden
1912,Wrestling,"Wrestling Men's Middleweight A, Greco-Roman",FIN,Finland,Data Missing,Data Missing
1912,Wrestling,"Wrestling Men's Middleweight A, Greco-Roman",RUS,Data Missing,Data Missing,Russia
1912,Wrestling,"Wrestling Men's Middleweight A, Greco-Roman",SWE,Data Missing,Sweden,Data Missing
1912,Wrestling,"Wrestling Men's Middleweight B, Greco-Roman",FIN,Data Missing,Data Missing,Finland
1912,Wrestling,"Wrestling Men's Middleweight B, Greco-Roman",HUN,Hungary,Data Missing,Data Missing
1912,Wrestling,"Wrestling Men's Middleweight B, Greco-Roman",SWE,Data Missing,Data Missing,Sweden
1920,Archery,"Archery Men's Pole Archery, Large Birds, Individual",BEL,Belgium,Belgium,Belgium
1920,Archery,"Archery Men's Pole Archery, Large Birds, Team",BEL,Data Missing,Belgium,Data Missing
1920,Archery,"Archery Men's Pole Archery, Small Birds, Individual",BEL,Belgium,Belgium,Belgium
1920,Archery,"Archery Men's Pole Archery, Small Birds, Team",BEL,Data Missing,Belgium,Data Missing
1920,Archery,"Archery Men's Target Archery, 28 metres, Individual",BEL,Data Missing,Belgium,Data Missing
1920,Archery,"Archery Men's Target Archery, 28 metres, Individual",FRA,Data Missing,Data Missing,France
1920,Archery,"Archery Men's Target Archery, 28 metres, Team",BEL,Data Missing,Data Missing,Belgium
1920,Archery,"Archery Men's Target Archery, 28 metres, Team",FRA,France,Data Missing,Data Missing
1920,Archery,"Archery Men's Target Archery, 28 metres, Team",NED,Data Missing,Netherlands,Data Missing
1920,Archery,"Archery Men's Target Archery, 33 metres, Individual",BEL,Data Missing,Belgium,Data Missing
1920,Archery,"Archery Men's Target Archery, 33 metres, Individual",FRA,Data Missing,Data Missing,France
1920,Archery,"Archery Men's Target Archery, 33 metres, Team",BEL,Data Missing,Belgium,Data Missing
1920,Archery,"Archery Men's Target Archery, 33 metres, Team",FRA,Data Missing,Data Missing,France
1920,Archery,"Archery Men's Target Archery, 50 metres, Individual",BEL,Data Missing,Data Missing,Belgium
1920,Archery,"Archery Men's Target Archery, 50 metres, Individual",FRA,Data Missing,France,Data Missing
1920,Archery,"Archery Men's Target Archery, 50 metres, Team",BEL,Data Missing,Belgium,Data Missing
1920,Archery,"Archery Men's Target Archery, 50 metres, Team",FRA,Data Missing,Data Missing,France
1920,Art Competitions,Art Competitions Mixed Architecture,NOR,Data Missing,Data Missing,Norway
1920,Art Competitions,Art Competitions Mixed Literature,BEL,Belgium,Data Missing,Data Missing
1920,Art Competitions,Art Competitions Mixed Literature,GBR,Data Missing,Data Missing,UK
1920,Art Competitions,Art Competitions Mixed Literature,ITA,Data Missing,Italy,Data Missing
1920,Art Competitions,Art Competitions Mixed Music,BEL,Data Missing,Belgium,Data Missing
1920,Art Competitions,Art Competitions Mixed Music,ITA,Data Missing,Data Missing,Italy
1920,Art Competitions,Art Competitions Mixed Painting,BEL,Belgium,Data Missing,Data Missing
1920,Art Competitions,Art Competitions Mixed Painting,FRA,Data Missing,Data Missing,France
1920,Art Competitions,Art Competitions Mixed Sculpturing,BEL,Belgium,Belgium,Belgium
1920,Athletics,"Athletics Men's 1,500 metres",GBR,Data Missing,UK,UK
1920,Athletics,"Athletics Men's 1,500 metres",USA,USA,Data Missing,Data Missing
1920,Athletics,Athletics Men's 10 kilometres Walk,GBR,UK,Data Missing,Data Missing
1920,Athletics,Athletics Men's 10 kilometres Walk,ITA,Data Missing,Italy,Data Missing
1920,Athletics,Athletics Men's 10 kilometres Walk,USA,Data Missing,Data Missing,USA
1920,Athletics,"Athletics Men's 10,000 metres",FIN,Data Missing,Finland,Data Missing
1920,Athletics,"Athletics Men's 10,000 metres",FRA,Data Missing,Data Missing,France
1920,Athletics,"Athletics Men's 10,000 metres",GBR,UK,Data Missing,Data Missing
1920,Athletics,Athletics Men's 100 metres,GBR,UK,Data Missing,Data Missing
1920,Athletics,Athletics Men's 100 metres,USA,Data Missing,USA,USA
1920,Athletics,Athletics Men's 110 metres Hurdles,CAN,Data Missing,Canada,Data Missing
1920,Athletics,Athletics Men's 110 metres Hurdles,USA,USA,Data Missing,USA
